cat,subsect_ID,valley,area_kmsq,lithic_density,total_lithics,total_retouched,retouch_freq,flakes,blades,bladelets,flake_cores,blade_cores,chunks,core_rejuv,flake_tech,blade_tech,ret_flakes,geometrics,microburins,bldt_utilized,bldt_ret,bkd_pieces,bkd_pts,drills,proj_pts,total_backed,dent_sickl,MPaleo_types,UPaleo_types,Neol1_types,Neol2_types,Neol_types,settlmnt_wt,MPaleo_TI,MPaleo_SII,MPaleo_SII_ntile,UPaleo_TI,UPaleo_SII,UPaleo_SII_ntile,LUPaleo_TI,LUPaleo_SII,LUPaleo_SII_ntl,Neol1_TI,Neol1_SII,Neol1_SII_ntl,Neol2_TI,Neol2_SII,Neol2_SII_ntl,elev_min,elev_max,elev_range,elev_mean,elev_stddev,elev_variance,elev_cf_var,distcoast,distcoast_30ka,distcoast_18ka,distcoast_13ka,val_elev
122,SLN-3,Gorgos,0.051285,19.4988788144682,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,10,0.1,0.01,10,0.1,0.01,10,0.1,0.01,1,0.1,0.01,1,211,226,15,217.291338582677,4.47321025877623,20.0096100192209,2.05862336159074,13124.385317,15477.22595,15998.593859,15477.22595,"""246m Gorgos"""
134,PSS-1,Gorgos,0.030632,32.6455993732045,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.075,25,0.1,0.025,25,0.1,0.025,25,0.1,0.025,10,0.1,0.025,10,228,243,15,235.56393442623,4.32567753763864,18.7114861596315,1.83630722087183,12073.711922,15347.843782,15916.973248,15328.798048,"""246m Gorgos"""
141,PSS-6,Gorgos,0.087394,11.4424331189784,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,10,0.1,0.01,10,0.1,0.01,10,0.1,0.01,1,0.1,0.01,1,214,251,37,229.085910652921,6.6871298230535,44.7177052703715,2.91904892972004,11495.747181,14529.643105,15096.656065,14529.643105,"""246m Gorgos"""
144,PSS-11,Gorgos,0.076774,39.0757287623414,3,1,0.33,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.3,0.15,50,0.9,0.45,75,0.5,0.25,50,0.3,0.15,10,0.3,0.15,25,211,230,19,220.492307692308,5.4437630562894,29.6345562130213,2.46891291277429,12154.086363,14947.733112,15498.417428,14947.733112,"""246m Gorgos"""
145,PSS-12,Gorgos,0.061287,65.2666960366799,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.1,0.05,25,0.1,0.05,25,0.1,0.05,10,0.1,0.05,10,206,219,13,213.700331125828,3.25382096676059,10.5873508837308,1.52260923023312,12164.378272,14816.107284,15360.87205,14816.107284,"""246m Gorgos"""
150,CM-6,Gorgos,0.056927,17.5663569132398,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,10,0.1,0.01,10,0.1,0.01,10,0.1,0.01,1,0.1,0.01,1,262,352,90,287.057894736842,21.281615881207,452.907174515241,7.41370165092192,11632.834428,15500.430711,15703.580715,14790.082592,"""246m Gorgos"""
151,CM-7,Gorgos,0.018777,1384.67273792406,26,4,0.15,14,1,7,3,1,1,0,17,9,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0.3,0.3,90,0.5,0.5,75,0.7,0.7,90,0.9,0.9,90,0.3,0.3,50,302,342,40,319.401069518717,10.2636161774466,105.341817037944,3.21339443005378,11375.567188,15276.99243,15453.402126,14539.26025,"""246m Gorgos"""
155,MSQ-1,Gorgos,0.007537,132.678784662332,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.1,0.075,25,0.1,0.075,25,0.1,0.075,10,0.1,0.075,10,249,262,13,251.546666666667,4.07035897952814,16.5678222222254,1.61813274390231,12942.276562,16560.524313,16996.2547,16085.017989,"""246m Gorgos"""
155,MSQ-1,Gorgos,0.007537,132.678784662332,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.1,0.075,25,0.1,0.075,25,0.1,0.075,10,0.1,0.075,10,249,262,13,251.546666666667,4.07035897952814,16.5678222222254,1.61813274390231,12942.276562,16560.524313,16996.2547,16085.017989,"""246m Gorgos"""
157,MSQ-19,Gorgos,0.033715,88.9811656532701,3,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.7,0.525,75,0.5,0.375,75,0.3,0.225,25,0.3,0.225,25,237,275,38,250.915407854985,6.18047589069502,38.1982822354624,2.46317113147033,12682.047579,16369.426011,16738.291215,15826.466917,"""246m Gorgos"""
155,MSQ-1,Gorgos,0.007537,132.678784662332,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.1,0.075,25,0.1,0.075,25,0.1,0.075,10,0.1,0.075,10,249,262,13,251.546666666667,4.07035897952814,16.5678222222254,1.61813274390231,12942.276562,16560.524313,16996.2547,16085.017989,"""246m Gorgos"""
155,MSQ-1,Gorgos,0.007537,132.678784662332,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.1,0.075,25,0.1,0.075,25,0.1,0.075,10,0.1,0.075,10,249,262,13,251.546666666667,4.07035897952814,16.5678222222254,1.61813274390231,12942.276562,16560.524313,16996.2547,16085.017989,"""246m Gorgos"""
165,MSQ-13,Gorgos,0.04208,23.7642585551331,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.075,25,0.1,0.025,25,0.1,0.025,25,0.1,0.025,10,0.1,0.025,10,230,238,8,233.062200956938,3.09976954503807,9.60857123234554,1.33001813778066,13349.937592,16839.054964,17404.942041,16506.744136,"""246m Gorgos"""
172,MSQ-20,Gorgos,0.117059,17.0854013787919,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,10,0.1,0.01,10,0.1,0.01,10,0.1,0.01,1,0.1,0.01,1,206,231,25,214.436161096829,4.74174464164231,22.4841422465436,2.21126167218651,12912.77485,16088.232599,16645.842697,16088.232599,"""246m Gorgos"""
175,RPL-2,Gorgos,0.0387,77.5193798449613,3,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.7,0.35,50,0.5,0.25,50,0.3,0.15,10,0.3,0.15,25,265,273,8,268.823979591837,2.10735749017972,4.44095559141656,0.783917228433036,13363.691866,17064.613767,17228.50967,16332.975091,"""246m Gorgos"""
179,RMP-3,Gorgos,0.019543,1228.06119838305,24,0,0,14,4,3,1,0,0,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0.3,90,0.7,0.7,90,0.5,0.5,90,0.3,0.3,25,0.3,0.3,50,307,366,59,330.755102040816,17.420408641432,303.470637234479,5.26686014333417,14251.403055,17698.006301,17923.587803,17052.308346,"""246m Gorgos"""
180,RMP-4,Gorgos,0.034617,433.313112054771,15,0,0,10,4,0,1,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0.3,90,0.7,0.7,90,0.5,0.5,90,0.3,0.3,25,0.3,0.3,50,300,312,12,305.394812680115,3.2320935046993,10.4464284231194,1.05833281067702,14358.583392,17822.513012,18042.95134,17169.272915,"""246m Gorgos"""
190,RMP-11,Gorgos,0.049696,20.1223438506117,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,10,0.1,0.01,10,0.1,0.01,10,0.1,0.01,1,0.1,0.01,1,288,304,16,293.877016129032,4.33652389404402,18.8054394836147,1.47562539975565,13999.046178,17505.554829,17711.922473,16832.277141,"""246m Gorgos"""
190,RMP-11,Gorgos,0.049696,20.1223438506117,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,10,0.1,0.01,10,0.1,0.01,10,0.1,0.01,1,0.1,0.01,1,288,304,16,293.877016129032,4.33652389404402,18.8054394836147,1.47562539975565,13999.046178,17505.554829,17711.922473,16832.277141,"""246m Gorgos"""
203,ARN-9,Gorgos,0.012124,82.4810293632465,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.1,0.075,25,0.7,0.525,75,0.5,0.375,75,0.3,0.225,25,0.3,0.225,25,276,287,11,279.696721311475,3.21086614192239,10.3096613813436,1.14798133023044,14288.457011,18263.824508,18441.526654,17550.363754,"""246m Gorgos"""
212,RIU-1,Gorgos,0.05705,17.5284837861525,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,10,0.1,0.01,10,0.1,0.01,10,0.1,0.01,1,0.1,0.01,1,245,264,19,256.702987697715,3.9283577470232,15.4319945885972,1.53031243705239,13695.593862,18758.479917,18923.422943,18027.650442,"""246m Gorgos"""
215,RIU-4,Gorgos,0.038401,624.983724382178,24,1,0.04,18,0,2,1,1,0,1,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0.3,90,0.7,0.7,90,0.5,0.5,90,0.3,0.3,25,0.3,0.3,50,261,282,21,270.865284974093,4.10010577983534,16.8108674058391,1.51370663103893,13766.516472,19088.888744,19275.487117,18387.315758,"""246m Gorgos"""
216,RIU-5,Gorgos,0.028082,35.6099992878,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.075,25,0.1,0.025,25,0.1,0.025,25,0.1,0.025,10,0.1,0.025,10,272,286,14,281.421985815603,2.86751411352808,8.22263719128273,1.01893748820569,13801.064416,19167.394124,19359.628198,18473.586272,"""246m Gorgos"""
218,GRR-1,Gorgos,0.022167,180.448414309559,4,1,0.25,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9,0.9,0.81,90,0.1,0.09,50,0.1,0.09,50,0.1,0.09,10,0.1,0.09,10,265,279,14,269.823529411765,3.85490088671836,14.860260846422,1.42867484356251,13352.896876,19287.487244,19458.345603,18564.421097,"""246m Gorgos"""
219,GRR-2,Gorgos,0.036936,81.2215724496426,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.1,0.075,25,0.1,0.075,25,0.1,0.075,10,0.1,0.075,10,258,277,19,265.086021505376,4.03054443873935,16.2452884726527,1.52046660772628,13324.078949,19102.460771,19268.563235,18373.073258,"""246m Gorgos"""
219,GRR-2,Gorgos,0.036936,81.2215724496426,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.1,0.075,25,0.1,0.075,25,0.1,0.075,10,0.1,0.075,10,258,277,19,265.086021505376,4.03054443873935,16.2452884726527,1.52046660772628,13324.078949,19102.460771,19268.563235,18373.073258,"""246m Gorgos"""
221,GRR-3,Gorgos,0.066727,59.9457490970672,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.1,0.05,25,0.1,0.05,25,0.1,0.05,10,0.1,0.05,10,254,265,11,259.67969924812,2.50075956577046,6.25379840579248,0.963016967830444,13463.925333,18914.624721,19072.49468,18174.354404,"""246m Gorgos"""
229,VLS-1,Gorgos,0.085902,81.4882074922586,7,0,0,5,0,1,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.7,0.525,75,0.5,0.375,75,0.3,0.225,25,0.3,0.225,25,288,322,34,297.04161849711,6.95406079512691,48.3589615423211,2.34110655278246,12350.284573,20124.415881,20472.302377,19574.409956,"""246m Gorgos"""
233,IM-4,Gorgos,0.157784,6.33777822846423,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,10,0.1,0.01,10,0.1,0.01,10,0.1,0.01,1,0.1,0.01,1,273,329,56,303.076485461441,17.7855917136251,316.327272603771,5.86835091694631,14953.485301,19109.559956,19359.856054,18499.850581,"""246m Gorgos"""
101,PLL-1,Gorgos,0.110377,9.05985848501046,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,10,0.1,0.01,10,0.1,0.01,10,0.1,0.01,1,0.1,0.01,1,169,182,13,174.245487364621,3.16587562054931,10.0227684447885,1.81690537208834,11322.878814,13394.115837,13869.134486,13394.115837,"""246m Gorgos"""
105,PLL-7,Gorgos,0.048868,20.4632888597855,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.075,25,0.1,0.025,25,0.1,0.025,25,0.1,0.025,10,0.1,0.025,10,183,193,10,187.934426229508,2.33553344529033,5.45471647406974,1.24273848711366,11369.246176,13381.477965,13876.854469,13381.477965,"""246m Gorgos"""
107,PLL-9,Gorgos,0.051665,38.7109261589084,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.075,25,0.1,0.025,25,0.1,0.025,25,0.1,0.025,10,0.1,0.025,10,184,190,6,186.177042801556,1.74820035595208,3.05620448455099,0.938998884956759,11165.168017,13177.532145,13672.54447,13177.532145,"""246m Gorgos"""
418,XIII-12-1,Serpis,0.098094,592.0179646831,6,0,0,0,1,1,4,0,43,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.7,0.525,90,0.5,0.375,50,0.3,0.225,50,0.3,0.225,50,426,438,12,432.2142857143,4.3618241831,19.0255102041,1.0091809381,31258.659437,38992.78502,39325.760109,38508.998668,"""411m Serpis"""
247,XIII-21-6,Serpis,0.024947,1003.6130068246,2,1,0.5,0,0,1,1,0,12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.27,50,0.7,0.63,90,0.5,0.45,75,0.3,0.27,50,0.3,0.27,50,417,420,3,419,1.4142135624,2,0.3375211366,32416.671097,38599.515285,38807.747891,38146.904099,"""411m Serpis"""
254,XIII-21-13,Serpis,0.030637,915.0326797386,7,3,0.43,0,3,4,0,0,16,0,0,7,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0.75,0.5,0.375,75,0.5,0.375,50,0.5,0.375,50,0.7,0.525,90,0.7,0.525,75,425,429,4,427.4,1.4966629547,2.24,0.3501785107,32294.770287,38025.99751,38267.868256,37569.25717,"""411m Serpis"""
254,XIII-21-13,Serpis,0.030637,915.0326797386,7,3,0.43,0,3,4,0,0,16,0,0,7,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0.75,0.5,0.375,75,0.5,0.375,50,0.5,0.375,50,0.7,0.525,90,0.7,0.525,75,425,429,4,427.4,1.4966629547,2.24,0.3501785107,32294.770287,38025.99751,38267.868256,37569.25717,"""411m Serpis"""
254,XIII-21-13,Serpis,0.030637,915.0326797386,7,3,0.43,0,3,4,0,0,16,0,0,7,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0.75,0.5,0.375,75,0.5,0.375,50,0.5,0.375,50,0.7,0.525,90,0.7,0.525,75,425,429,4,427.4,1.4966629547,2.24,0.3501785107,32294.770287,38025.99751,38267.868256,37569.25717,"""411m Serpis"""
254,XIII-21-13,Serpis,0.030637,915.0326797386,7,3,0.43,0,3,4,0,0,16,0,0,7,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0.75,0.5,0.375,75,0.5,0.375,50,0.5,0.375,50,0.7,0.525,90,0.7,0.525,75,425,429,4,427.4,1.4966629547,2.24,0.3501785107,32294.770287,38025.99751,38267.868256,37569.25717,"""411m Serpis"""
259,XIII-22-3,Serpis,0.016009,1751.0944340213,1,1,1,0,0,1,0,0,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.1,50,0.7,0.7,90,0.5,0.5,75,0.3,0.3,50,0.3,0.3,50,397,410,13,403.3333333333,5.3124591502,28.2222222222,1.3171386323,32119.274453,37802.507314,38096.256543,37337.568101,"""411m Serpis"""
264,XIII-22-8,Serpis,0.02975,2288.7916526422,20,5,0.25,0,3,12,4,1,48,0,4,16,1,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0.3,0.3,75,0.5,0.5,75,0.5,0.5,75,0.3,0.3,50,0.3,0.3,50,400,411,11,405.8333333333,4.2196629671,17.8055555556,1.0397526818,32355.544007,37626.393696,37872.677322,37170.049264,"""411m Serpis"""
264,XIII-22-8,Serpis,0.02975,2288.7916526422,20,5,0.25,0,3,12,4,1,48,0,4,16,1,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0.3,0.3,75,0.5,0.5,75,0.5,0.5,75,0.3,0.3,50,0.3,0.3,50,400,411,11,405.8333333333,4.2196629671,17.8055555556,1.0397526818,32355.544007,37626.393696,37872.677322,37170.049264,"""411m Serpis"""
266,XIII-23-1,Serpis,0.023679,295.9830866808,2,2,1,0,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.1,0.05,25,0.9,0.45,75,0.5,0.25,50,0.3,0.15,25,0.3,0.15,25,425,425,0,425,0,0,0,32633.30875,38185.911244,38374.483342,37737.814692,"""411m Serpis"""
291,XIV-10-2,Serpis,0.062621,127.9181323953,2,0,0,0,0,1,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.075,50,0.7,0.175,50,0.5,0.125,25,0.3,0.075,25,0.3,0.075,25,355,372,17,365.5555555556,6.3440455216,40.2469135802,1.7354531822,31518.977562,37146.117305,37477.360743,36659.729467,"""411m Serpis"""
303,XIV-11-10,Serpis,0.01206,11046.511627907,9,8,0.89,0,3,1,5,0,111,0,5,4,0,0,0,1,1,1,0,0,2,1,0,1,2,1,2,0,1,0.5,0.5,90,0.5,0.5,75,0.7,0.7,90,0.5,0.5,75,0.9,0.9,90,353,353,0,353,0,0,0,30980.98393,36749.00972,37069.425997,36244.712783,"""411m Serpis"""
312,XI-9-5,Serpis,0.023676,761.421319797,3,1,0.33,0,1,2,0,0,12,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.75,0.1,0.075,50,0.1,0.075,50,0.5,0.375,50,0.3,0.225,50,0.3,0.225,50,388,397,9,393,3.7416573868,14,0.9520756709,30153.655767,38221.818426,38533.105779,37702.357791,"""411m Serpis"""
322,XI-3-10,Serpis,0.029786,1411.7647058824,4,5,1.25,0,2,1,1,0,34,0,1,3,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0.9,0.5,0.45,90,0.5,0.45,75,0.5,0.45,75,0.3,0.27,50,0.9,0.81,90,376,379,3,377.6,1.2,1.44,0.3177966102,29776.302934,37964.194858,38267.626095,37432.084558,"""411m Serpis"""
329,XIII-7-1,Serpis,0.099157,30.2938503484,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,10,0.7,0.07,25,0.5,0.05,25,0.3,0.03,10,0.3,0.03,10,401,415,14,408.8125,4.0960155945,16.77734375,1.0019301255,30620.141961,38713.879012,39035.146735,38210.673607,"""411m Serpis"""
360,XLVI-8-4,Serpis,0.015433,389.357560026,24,20,0.83,0,7,6,8,3,45,0,8,16,5,1,0,2,0,5,0,0,1,6,0,3,2,2,1,0,0.75,0.5,0.375,75,0.5,0.375,50,0.7,0.525,90,0.5,0.375,75,0.9,0.675,75,,,,,,,,32743.479001,38532.92615,38680.037356,38062.403306,"""411m Serpis"""
360,XLVI-8-4,Serpis,0.015433,389.357560026,24,20,0.83,0,7,6,8,3,45,0,8,16,5,1,0,2,0,5,0,0,1,6,0,3,2,2,1,0,0.75,0.5,0.375,75,0.5,0.375,50,0.7,0.525,90,0.5,0.375,75,0.9,0.675,75,,,,,,,,32743.479001,38532.92615,38680.037356,38062.403306,"""411m Serpis"""
361,XLVI-8-5,Serpis,0.032822,213.5448444173,1,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,0.1,0.05,25,0.1,0.05,25,0.9,0.45,75,0.7,0.35,75,0.5,0.25,50,,,,,,,,32677.401176,38590.547858,38755.345329,38135.076733,"""411m Serpis"""
362,XLVI-8-6,Serpis,0.036217,276.4722145424,2,1,0.5,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,25,0.1,0.05,25,0.5,0.25,50,0.7,0.35,75,0.7,0.35,50,,,,,,,,32597.777757,38466.383282,38649.470143,38018.435317,"""411m Serpis"""
364,XLVI-8-7,Serpis,0.018242,1317.2338090011,30,14,0.47,0,13,9,5,3,41,0,5,25,2,0,1,0,1,3,0,1,0,3,0,3,4,0,0,2,0.9,0.5,0.45,90,0.5,0.45,75,0.7,0.63,90,0.9,0.81,90,0.5,0.45,75,,,,,,,,32538.757445,38913.071155,39088.805522,38465.146606,"""411m Serpis"""
366,XLVI-8-10,Serpis,0.012786,313.2341425215,1,1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.3,0.225,50,0.1,0.075,50,0.3,0.225,25,0.7,0.525,90,0.7,0.525,75,,,,,,,,32628.476431,39026.331672,39183.032418,38564.810427,"""411m Serpis"""
367,XLVI-8-13,Serpis,0.027724,975.0812567714,29,11,0.38,0,14,10,2,3,42,0,2,27,2,0,3,4,0,0,0,0,1,0,0,0,4,4,1,0,0.9,0.3,0.27,50,0.5,0.45,75,0.5,0.45,75,0.5,0.45,75,0.9,0.81,90,,,,,,,,32758.466593,38872.166385,39001.765555,38387.472208,"""411m Serpis"""
367,XLVI-8-13,Serpis,0.027724,975.0812567714,29,11,0.38,0,14,10,2,3,42,0,2,27,2,0,3,4,0,0,0,0,1,0,0,0,4,4,1,0,0.9,0.3,0.27,50,0.5,0.45,75,0.5,0.45,75,0.5,0.45,75,0.9,0.81,90,,,,,,,,32758.466593,38872.166385,39001.765555,38387.472208,"""411m Serpis"""
367,XLVI-8-13,Serpis,0.027724,975.0812567714,29,11,0.38,0,14,10,2,3,42,0,2,27,2,0,3,4,0,0,0,0,1,0,0,0,4,4,1,0,0.9,0.3,0.27,50,0.5,0.45,75,0.5,0.45,75,0.5,0.45,75,0.9,0.81,90,,,,,,,,32758.466593,38872.166385,39001.765555,38387.472208,"""411m Serpis"""
371,XLVI-8-17,Serpis,0.037358,134.0123291343,12,4,0.33,0,8,3,0,1,51,0,0,12,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0.5,0.1,0.05,25,0.1,0.05,25,0.5,0.25,50,0.7,0.35,75,0.5,0.25,50,,,,,,,,32988.095048,38953.727961,39053.326092,38443.851997,"""411m Serpis"""
390,XLVI-6-1,Serpis,0.014693,613.4969325153,5,1,0.2,0,2,0,2,1,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.75,0.3,0.225,50,0.1,0.075,50,0.5,0.375,50,0.7,0.525,90,0.5,0.375,75,,,,,,,,32916.993246,38518.930821,38646.209131,38031.628298,"""411m Serpis"""
390,XLVI-6-1,Serpis,0.014693,613.4969325153,5,1,0.2,0,2,0,2,1,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.75,0.3,0.225,50,0.1,0.075,50,0.5,0.375,50,0.7,0.525,90,0.5,0.375,75,,,,,,,,32916.993246,38518.930821,38646.209131,38031.628298,"""411m Serpis"""
390,XLVI-6-1,Serpis,0.014693,613.4969325153,5,1,0.2,0,2,0,2,1,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.75,0.3,0.225,50,0.1,0.075,50,0.5,0.375,50,0.7,0.525,90,0.5,0.375,75,,,,,,,,32916.993246,38518.930821,38646.209131,38031.628298,"""411m Serpis"""
398,XLVI-7-1,Serpis,0.007466,536.1930294906,1,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.1,0.075,50,0.7,0.525,90,0.5,0.375,50,0.3,0.225,50,0.3,0.225,50,429,431,2,430,1,1,0.2325581395,32675.545168,38357.428424,38531.770261,37909.59434,"""411m Serpis"""
398,XLVI-7-1,Serpis,0.007466,536.1930294906,1,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.1,0.075,50,0.7,0.525,90,0.5,0.375,50,0.3,0.225,50,0.3,0.225,50,429,431,2,430,1,1,0.2325581395,32675.545168,38357.428424,38531.770261,37909.59434,"""411m Serpis"""
403,XIV-6-3,Serpis,0.014246,702.7406886859,3,0,0,0,1,0,2,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.7,0.525,90,0.5,0.375,50,0.3,0.225,50,0.3,0.225,50,368,368,0,368,0,0,0,31145.287317,37381.392814,37706.792525,36885.228874,"""411m Serpis"""
409,XIV-4-3,Serpis,0.023798,2397.9806478755,6,2,0.33,0,0,1,5,0,49,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.3,0.3,75,0.1,0.1,50,0.5,0.5,75,0.3,0.3,50,0.9,0.9,90,350,359,9,357.2,3.6,12.96,1.0078387458,30601.304491,36936.810395,37251.022555,36422.31075,"""411m Serpis"""
413,XLVI-3-1,Serpis,0.094954,84.3614889803,2,1,0.5,0,0,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.075,50,0.1,0.025,10,0.1,0.025,10,0.1,0.025,10,0.1,0.025,10,412,425,13,418.6428571429,3.5578312587,12.6581632653,0.8498487907,33469.492707,38166.754662,38213.991524,37611.236851,"""411m Serpis"""
417,XIV-8-1,Serpis,0.059514,252.3977788995,2,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,25,0.7,0.35,50,0.5,0.25,50,0.3,0.15,25,0.3,0.15,25,367,386,19,374.6363636364,5.7567782542,33.1404958678,1.5366309341,31796.009811,37509.58521,37847.435363,37034.245994,"""411m Serpis"""
417,XIV-8-1,Serpis,0.059514,252.3977788995,2,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,25,0.7,0.35,50,0.5,0.25,50,0.3,0.15,25,0.3,0.15,25,367,386,19,374.6363636364,5.7567782542,33.1404958678,1.5366309341,31796.009811,37509.58521,37847.435363,37034.245994,"""411m Serpis"""
