REGION,DATE,AREA,SECTOR,SSECTOR,SITE,COUNT,EROS,LABIO,BORDE,CUELLO,GALBO,BASE,PRENSION,DEC_1,DEC_2,DEC_3,BOLSA,MICRO,PSDA,TOTAL_CERA
serpis,10/12/1995,BP,BP-4,BP-4-4,AC-44,1,0,61,0,,,,,,,,99,,1,3301
serpis,10/12/1995,BP,BP-4,BP-4-4,AC-44,1,0,,,,,,12,,,,99,,1,3301
serpis,10/12/1995,BP,BP-4,BP-4-15,,4,0,,,,1,,,,,,100,,3,3301
serpis,10/22/1995,BP,BP-4,BP-4-7,AC-44 (01),2,0,,,,1,,,,,,101,,3,3301
serpis,10/12/1995,BP,BP-4,BP-4-16,,2,0,,,,1,,,,,,102,,2,3301
serpis,10/12/1995,BP,BP-4,BP-4-9,AC-44,23,1,,,,1,,,,,,103,,2,3301
serpis,10/12/1995,BP,BP-4,BP-4-9,AC-44,1,0,,,,,4.1,,,,,103,,2,3301
serpis,10/22/1995,BP,BP-4,BP-4-6,AC-44(03),19,0,,,,1,,,,,,104,,2,3301
serpis,10/12/1995,BP,BP-4,BP-4-17,,13,0,,,,1,,,,,,105,,2,3301
serpis,10/12/1995,BP,BP-4,BP-4-17,,1,0,1,,,,,,,,,105,,2,3301
serpis,10/12/1995,BP,BP-4,BP-4-17,,1,0,2,,,,,,,,,105,,2,3301
serpis,10/12/1995,BP,BP-4,BP-4-11/12,,3,1,,,,1,,,,,,106,,2,3301
serpis,10/22/1995,BP,BP-4,BP-4-5,ac-44(05),20,0,,,,1,,,,,,107,,2,3301
serpis,10/22/1995,BP,BP-4,BP-4-5,ac-44(05),1,0,,,,1,,1,2.1,,,107,,2,3301
serpis,10/22/1995,BP,BP-4,BP-4-5,ac-44(05),1,0,,,,1,,,4.3,,,107,,2,3301
serpis,10/22/1995,BP,BP-4,BP-4-5,ac-44(05),1,0,1,1,,,,,,,,107,,2,3301
serpis,10/22/1995,BP,BP-4,BP-4-5,ac-44(05),1,0,1,0,,,,,,,,107,,2,3301
serpis,10/22/1995,BP,BP-4,BP-4-6,ac-44(04),50,1,,,,1,,,,,,108,,2,3301
serpis,10/22/1995,BP,BP-4,BP-4-6,ac-44(04),1,0,,,,,11,,,,,108,,2,3301
serpis,10/22/1995,BP,BP-4,BP-4-6,ac-44(04),1,0,,,,1,,,7,,,108,,2,3301
serpis,10/22/1995,BP,BP-4,BP-4-6,ac-44(04),1,0,1,0,,,,,,,,108,,2,3301
serpis,10/22/1995,BP,BP-4,BP-4-6,ac-44(04),1,1,,,,1,,1,2.1,7,,108,,2,3301
serpis,10/12/1995,BP,BP-4,BP-4-13/14,,9,0,,,,1,,,,,,109,,2,3301
Serpis,,BP,bp-3,bp-3-24,,5,1,,,,1,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-24,,1,0,1,,,,,3,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-26,,55,5,,,,1,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-26,,2,1,1,,,,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-26,,1,0,2,1,,,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-27,,7,0,,,,1,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-27,,1,1,,,,1,,,22,,,,,1,3301
Serpis,,BP,bp-3,bp-3-28,ac-76,21,1,,,,1,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-28,ac-76,2,0,1,,,,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-29,ac-76,137,16,,,,1,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-29,ac-76,2,1,,,,1,,,42,,,,,1,3301
Serpis,,BP,bp-3,bp-3-29,ac-76,4,0,,,,1,,,7,,,,,1,3301
Serpis,,BP,bp-3,bp-3-29,ac-76,1,0,,,,1,,3,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-29,ac-76,6,1,1,,,,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-29,ac-76,1,1,52,2,,,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-29,ac-76,1,1,1,1,,,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-30,ac-76,214,10,,,,1,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-30,ac-76,1,0,1,1,,,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-30,ac-76,1,0,1,,,,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-30,ac-76,1,0,31,,,,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-30,ac-76,1,1,2,2,,,,,,,,,,1,3301
Serpis,,BP,bp-3,,ac-76,292,14,,,,1,,,,,,,,0,3301
Serpis,,BP,bp-3,,ac-76,1,0,,,,2,,,,,,,,0,3301
Serpis,,BP,bp-3,,ac-76,1,0,,,,1,,3,,,,,,0,3301
Serpis,,BP,bp-3,,ac-76,2,0,,,,,,11,,,,,,0,3301
Serpis,,BP,bp-3,,ac-76,1,0,,,,1,,,24,,,,,0,3301
Serpis,,BP,bp-3,,ac-76,1,0,,,,1,,,21,,,,,0,3301
Serpis,,BP,bp-3,,ac-76,1,1,,,,1,,,5,,,,,0,3301
Serpis,,BP,bp-3,,ac-76,2,0,1,,,,,,102,,,,,0,3301
Serpis,,BP,bp-3,,ac-76,1,0,1,,,,,3,,,,,,0,3301
Serpis,,BP,bp-3,,ac-76,8,2,1,,,,,,,,,,,0,3301
Serpis,,BP,bp-3,,ac-76,3,1,1,1,,,,,,,,,,0,3301
Serpis,,BP,bp-3,,ac-76,1,0,2,,,,,,,,,,,0,3301
Serpis,,BP,bp-3,,ac-76,1,0,31,,,,,,,,,,,0,3301
Serpis,,BP,bp-3,,ac-76,1,0,52,,,,,,,,,,,0,3301
Serpis,,BP,bp-3,bp-3-42,,16,0,,,,1,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-15/16/17,,20,0,,,,1,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-15/16/17,,1,0,31,,,,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-1/2,ac-36A,56,5,,,,1,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-3/4,ac-36B,14,0,,,,1,,,,,,,,1,3301
Serpis,,BP,bp-3,bp-3-3/4,ac-36B,1,0,1,,,,,,,,,,,1,3301
