N_BOLSA,FECHA,REGION,AREA,SECTOR,SSECTOR,YACIMIENTO,RODADO,MECANICO,CLAS_TECN,FRACTURA,TAMANO,CORTEX,TALON,SEC_HOJ,TIPO,"TYPE_NUM,N,6,0",RET_MODO,LUSTRE,COUNT,LONGITUD,ANCHURA,GROSOR,PSDA,SUMA,MICRO
320,10/12/1995,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,2,1,1,0,,,,,,1,0,0,0,3,4004,
320,10/12/1995,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,1,1,1,2,,,,,,1,0,0,0,3,4004,
320,10/12/1995,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,2,1,1,0,,,,,,1,0,0,0,3,4004,
320,10/12/1995,Serpis,BP,BP-4,bp-4-8,ac-44,1,1,3,2,1,1,2,,,,,,1,0,0,0,3,4004,
320,10/12/1995,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,3,4004,
320,10/12/1995,Serpis,BP,BP-4,bp-4-8,ac-44,1,1,3,1,1,1,2,,,,,,1,0,0,0,3,4004,
320,10/12/1995,Serpis,BP,BP-4,bp-4-8,ac-44,1,1,3,2,1,1,0,,,,,,1,0,0,0,3,4004,
320,10/12/1995,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,1.3,2,2,2,,,,,,,1,0,0,0,3,4004,
320,10/12/1995,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,1.2,2,1,1,,,,,,,1,0,0,0,3,4004,
320,10/12/1995,Serpis,BP,BP-4,bp-4-8,ac-44,1,1,4,2,,1,2,1,,,,,1,34.8,17.5,3.2,3,4004,
320,10/12/1995,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,5,2,,1,0,1,3.1,31,S,,1,0,0,0,3,4004,
320,10/12/1995,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,2,2,2,0,,14,14,P,,1,0,0,0,3,4004,
320,10/12/1995,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,2,2,1,0,,7,7,A,,1,0,0,0,3,4004,
321,10/21/1995,Serpis,BP,BP-4,bp-4-15,,1,2,6,,2,,,,,,,,3,0,0,0,2,4004,
321,10/21/1995,Serpis,BP,BP-4,bp-4-15,,1,2,6,,1,,,,,,,,2,0,0,0,2,4004,
321,10/21/1995,Serpis,BP,BP-4,bp-4-15,,1,1,6,,1,,,,,,,,1,0,0,0,2,4004,
321,10/21/1995,Serpis,BP,BP-4,bp-4-15,,1,2,3,2,1,2,0,,,,,,1,0,0,0,2,4004,
321,10/21/1995,Serpis,BP,BP-4,bp-4-15,,1,1,3,2,1,1,2,,,,,,1,0,0,0,2,4004,
321,10/21/1995,Serpis,BP,BP-4,bp-4-15,,1,1,3,1,1,1,2,,,,,,1,0,0,0,2,4004,
322,10/12/1995,Serpis,BP,BP-4,bp-4-1/2,ac-44,1,2,1.2,1,3,3,,,,,,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,1,6,,1,,,,,,,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,3,1,2,1,2,,,,,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,1,3,1,1,1,3,,,,,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,1.3,2,2,1,,,,,,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,1.2,1,2,1,,,,,,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,2,2,,1,0,,,,,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,3,4,2,,1,3,2,,,,,1,22.5,14.8,3.3,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,5,2,,1,0,2,,,,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,1,5,2,,1,0,1,,,,,1,5.5,6.6,1,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,4,2,,1,0,1,8,8,A,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,3,2,2,2,0,,3.1,31,S,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,3,2,2,1,0,,14,14,S,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,3,2,1,2,1,,14,14,S,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,3,2,1,2,1,,,,,,1,0,0,0,1,4004,
323,10/07/1988,Serpis,BP,BP-4,bp-4-9,ac-44,1,2,3,2,1,1,0,,14,14,S,,1,0,0,0,1,4004,
324,10/07/1988,Serpis,BP,BP-4,bp-4-7,ac-44,1,3,6,,2,,,,,,,,1,0,0,0,1,4004,
324,10/07/1988,Serpis,BP,BP-4,bp-4-7,ac-44,1,1,6,,1,,,,,,,,1,0,0,0,1,4004,
324,10/07/1988,Serpis,BP,BP-4,bp-4-7,ac-44,1,2,3,1,2,1,2,,,,,,1,0,0,0,1,4004,
324,10/07/1988,Serpis,BP,BP-4,bp-4-7,ac-44,1,1,3,1,2,1,2,,,,,,1,0,0,0,1,4004,
324,10/07/1988,Serpis,BP,BP-4,bp-4-7,ac-44,1,1,3,2,1,1,1,,,,,,1,0,0,0,1,4004,
324,10/07/1988,Serpis,BP,BP-4,bp-4-7,ac-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
324,10/07/1988,Serpis,BP,BP-4,bp-4-7,ac-44,1,1,1.3,2,1,1,,,,,,,1,0,0,0,1,4004,
324,10/07/1988,Serpis,BP,BP-4,bp-4-7,ac-44,1,2,3,1,2,1,2,,7,7,A,,1,0,0,0,1,4004,
324,10/07/1988,Serpis,BP,BP-4,bp-4-7,ac-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
324,10/07/1988,Serpis,BP,BP-4,bp-4-7,ac-44,1,2,4,1,,1,0,,10.1,101,A,,1,0,0,0,1,4004,
324,10/07/1988,Serpis,BP,BP-4,bp-4-7,ac-44,1,2,3,2,1,1,2,,8,8,A,,1,0,0,0,1,4004,
324,10/07/1988,Serpis,BP,BP-4,bp-4-7,ac-44,1,2,5,2,,1,0,1,,,,2,1,0,0,0,1,4004,
324,10/07/1988,Serpis,BP,BP-4,bp-4-7,ac-44,1,2,3,2,1,1,0,,14,14,S,,1,0,0,0,1,4004,
325,10/07/1988,Serpis,BP,BP-4,bp-4-12,,1,2,6,,1,,,,,,,,1,0,0,0,1,4004,
326,10/07/1988,Serpis,BP,BP-4,bp-4-13/14,,1,2,6,,1,,,,,,,,1,0,0,0,1,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,6,,2,,,,,,,,5,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,6,,1,,,,,,,,7,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,1,3,1,2,2,2,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,3,1,2,1,2,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,3,2,2,2,0,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,3,2,2,2,1,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,3,2,2,2,0,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,3,2,2,1,0,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,1,3,2,1,2,0,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,1,3,2,1,1,0,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,1,3,2,1,1,2,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,1,3,1,1,1,2,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,1,3,2,1,2,1,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,3,1,1,1,2,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,3,2,1,1,2,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,3,2,1,1,0,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,3,2,1,1,2,,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,4,2,,1,2,1,,,,,1,29.5,18.1,4.1,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,4,1,,1,2,3,,,,,1,27.7,13.4,4,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,1,4,1,,2,2,3,,,,,1,35.3,14.4,6.1,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,4,1,,2,2,3,,,,,1,28.4,16.1,6.5,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,5,2,,1,2,2,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,1,5,2,,1,0,2,,,,,1,14.9,9.8,3.4,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,5,2,,1,2,2,,,,,1,12.4,9.1,2.3,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,5,2,,1,0,1,,,,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,6,2,2,1,0,,3.1,31,S,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,3,2,2,1,0,,14,14,S,,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,3,2,1,1,3,,8,8,"S
A",,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,3,2,1,1,0,,14,14,"S
A",,1,0,0,0,3,4004,
327,10/22/1995,Serpis,BP,BP-4,bp-4-7,ac-44 (02),1,2,4,2,,1,0,2,15,15,A,,1,0,0,0,3,4004,
328,10/07/1988,Serpis,BP,BP-4,bp-4-13/14,,1,2,6,,1,,,,,,,,1,0,0,0,1,4004,
329,01/01/1987,Serpis,BP,BP-4,Desconocido,ac-44 lloc 7,1,1,6,,2,,,,,,,,1,0,0,0,0,4004,
329,01/01/1987,Serpis,BP,BP-4,Desconocido,ac-44 lloc 7,1,2,6,,1,,,,,,,,1,0,0,0,0,4004,
329,01/01/1987,Serpis,BP,BP-4,Desconocido,ac-44 lloc 7,1,2,3,1,2,1,2,,,,,,1,0,0,0,0,4004,
329,01/01/1987,Serpis,BP,BP-4,Desconocido,ac-44 lloc 7,1,2,3,1,2,2,2,,,,,,1,0,0,0,0,4004,
329,01/01/1987,Serpis,BP,BP-4,Desconocido,ac-44 lloc 7,1,2,3,2,2,1,0,,,,,,1,0,0,0,0,4004,
329,01/01/1987,Serpis,BP,BP-4,Desconocido,ac-44 lloc 7,1,2,3,2,1,2,0,,,,,,1,0,0,0,0,4004,
329,01/01/1987,Serpis,BP,BP-4,Desconocido,ac-44 lloc 7,1,1,3,2,1,1,0,,,,,,1,0,0,0,0,4004,
329,01/01/1987,Serpis,BP,BP-4,Desconocido,ac-44 lloc 7,1,1,3,2,1,2,0,,,,,,1,0,0,0,0,4004,
329,01/01/1987,Serpis,BP,BP-4,Desconocido,ac-44 lloc 7,1,2,4,2,,2,0,2,,,,,1,12,14.6,3,0,4004,
329,01/01/1987,Serpis,BP,BP-4,Desconocido,ac-44 lloc 7,1,1,4,2,,1,0,2,,,,,1,18,14.1,3.7,0,4004,
329,01/01/1987,Serpis,BP,BP-4,Desconocido,ac-44 lloc 7,1,2,5,2,,1,0,1,,,,,1,0,0,0,0,4004,
329,01/01/1987,Serpis,BP,BP-4,Desconocido,ac-44 lloc 7,1,1,5,2,,1,0,1,,,,,1,11.2,10.5,5,0,4004,
329,01/01/1987,Serpis,BP,BP-4,Desconocido,ac-44 lloc 7,1,2,3,2,2,1,0,,14,14,S,,1,0,0,0,0,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,6,,2,,,,,,,,2,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,6,,1,,,,,,,,5,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,1,6,,2,,,,,,,,4,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,1,6,,1,,,,,,,,2,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,3,3,1,3,2,0,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,1,2,3,2,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,1,2,1,2,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,1,1,2,2,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,1,1,1,0,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,2,1,2,2,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,1,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,1,3,2,1,1,3,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,1,3,2,1,2,2,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,1,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,1.2,1,2,2,,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,1,5,2,,1,2,1,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,4,2,,1,0,1,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,2,2,1,0,,3.2,32,S,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,1,2,1,2,1,14,14,S,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,3,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,1,3,2,1,1,0,,14,14,S,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,3,2,1,1,0,,3.2,32,S,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,1,3,2,1,1,0,,14,14,S,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,4,2,,1,0,2,8,8,A,,1,0,0,0,1,4004,
330,10/07/1988,Serpis,BP,BP-4,bp-4-8,ac-44,1,2,4,1,,1,0,1,10.3,103,Db,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,2,6,,1,,,,,,,,7,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,1,6,,1,,,,,,,,8,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,2,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,1,3,2,2,3,2,,,,,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,1,3,2,2,2,0,,,,,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,2,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,3,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,2,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,2,1.2,2,2,1,,,,,,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,1,4,2,,1,0,2,,,,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,1,5,2,,1,3,1,,,,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,1,5,2,,1,2,2,,,,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,2,3,1,2,2,2,,3.1,31,S,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,2,3,2,1,2,0,,3.2,32,S,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,2,3,1,2,1,2,,3.2,32,S,,1,0,0,0,1,4004,
331,10/07/1988,Serpis,BP,BP-4,bp-4-16,ac-85,1,2,6,,2,,,,,,,,1,0,0,0,1,4004,
332,10/07/1988,Serpis,BP,BP-4,bp-4-20,ac-85,1,2,6,,2,,,,,,,,2,0,0,0,1,4004,
332,10/07/1988,Serpis,BP,BP-4,bp-4-20,ac-85,1,3,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
332,10/07/1988,Serpis,BP,BP-4,bp-4-20,ac-85,1,2,3,2,2,1,2,,,,,,1,0,0,0,1,4004,
332,10/07/1988,Serpis,BP,BP-4,bp-4-20,ac-85,1,2,3,2,2,1,1,,,,,,1,0,0,0,1,4004,
332,10/07/1988,Serpis,BP,BP-4,bp-4-20,ac-85,1,2,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
332,10/07/1988,Serpis,BP,BP-4,bp-4-20,ac-85,1,1,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
332,10/07/1988,Serpis,BP,BP-4,bp-4-20,ac-85,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
332,10/07/1988,Serpis,BP,BP-4,bp-4-20,ac-85,1,2,3,2,1,2,0,,,,,,1,0,0,0,1,4004,
332,10/07/1988,Serpis,BP,BP-4,bp-4-20,ac-85,1,2,1.2,2,2,2,,,,,,,1,0,0,0,1,4004,
332,10/07/1988,Serpis,BP,BP-4,bp-4-20,ac-85,1,2,1.2,2,2,2,,,,,,,1,0,0,0,1,4004,
333,10/07/1988,Serpis,BP,BP-4,bp-4-19,ac-85,1,2,6,,2,,,,,,,,1,0,0,0,1,4004,
333,10/07/1988,Serpis,BP,BP-4,bp-4-19,ac-85,1,2,6,,1,,,,,,,,3,0,0,0,1,4004,
333,10/07/1988,Serpis,BP,BP-4,bp-4-19,ac-85,1,1,6,,1,,,,,,,,3,0,0,0,1,4004,
333,10/07/1988,Serpis,BP,BP-4,bp-4-19,ac-85,1,2,3,2,2,2,2,,,,,,1,0,0,0,1,4004,
333,10/07/1988,Serpis,BP,BP-4,bp-4-19,ac-85,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
333,10/07/1988,Serpis,BP,BP-4,bp-4-19,ac-85,1,1,3,2,1,1,1,,,,,,1,0,0,0,1,4004,
333,10/07/1988,Serpis,BP,BP-4,bp-4-19,ac-85,1,1,3,2,1,3,2,,,,,,1,0,0,0,1,4004,
333,10/07/1988,Serpis,BP,BP-4,bp-4-19,ac-85,1,2,4,2,,1,0,1,15,15,S,,1,0,0,0,1,4004,
333,10/07/1988,Serpis,BP,BP-4,bp-4-19,ac-85,1,2,3,1,2,1,2,,3.2,32,S,,1,0,0,0,1,4004,
333,10/07/1988,Serpis,BP,BP-4,bp-4-19,ac-85,1,2,3,2,1,1,0,,14,14,S,,1,0,0,0,1,4004,
334,10/21/1988,Serpis,BP,BP-4,bp-4-20,AC-85,1,3,3,1,2,1,2,,,,,,1,0,0,0,1,4004,
334,10/21/1988,Serpis,BP,BP-4,bp-4-20,AC-85,1,2,3,2,2,2,1,,,,,,1,0,0,0,1,4004,
334,10/21/1988,Serpis,BP,BP-4,bp-4-20,AC-85,1,2,3,1,2,1,0,,,,,,1,0,0,0,1,4004,
334,10/21/1988,Serpis,BP,BP-4,bp-4-20,AC-85,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
334,10/21/1988,Serpis,BP,BP-4,bp-4-20,AC-85,1,2,1.3,2,1,1,,,,,,,1,0,0,0,1,4004,
335,10/07/1988,Serpis,BP,BP-4,bp-4-29,,1,2,6,,1,,,,,,,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,6,,2,,,,,,,,4,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,6,,1,,,,,,,,6,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,1,6,,1,,,,,,,,2,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,3,2,3,1,0,,,,,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,3,1,2,1,2,,,,,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,3,1,2,2,2,,,,,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,3,2,1,1,2,,,,,,2,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,1,3,2,1,2,0,,,,,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,1,3,2,1,3,0,,,,,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,1.2,2,2,1,,,,,,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,1.2,1,2,1,,,,,,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,1.3,2,1,1,,,,,,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,5,2,,2,0,1,,,,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,1,5,2,,1,0,1,15,15,P,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,3,2,2,3,0,,14,14,S,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,3,2,1,1,0,,14,14,A,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,4,1,,1,0,1,8,8,A,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,4,2,,1,0,1,15,15,S,,1,0,0,0,1,4004,
336,10/07/1988,Serpis,BP,BP-4,bp-4-18,ac-85,1,2,6,2,2,1,,,13,13,S,,1,0,0,0,1,4004,
337,10/07/1988,Serpis,BP,BP-4,bp-4-27,,1,1,6,,2,,,,,,,,1,0,0,0,1,4004,
337,10/07/1988,Serpis,BP,BP-4,bp-4-27,,1,2,6,,2,,,,,,,,1,0,0,0,1,4004,
337,10/07/1988,Serpis,BP,BP-4,bp-4-27,,1,2,6,,1,,,,,,,,1,0,0,0,1,4004,
337,10/07/1988,Serpis,BP,BP-4,bp-4-27,,1,1,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
337,10/07/1988,Serpis,BP,BP-4,bp-4-27,,1,2,3,1,2,1,0,,,,,,1,0,0,0,1,4004,
337,10/07/1988,Serpis,BP,BP-4,bp-4-27,,1,2,3,1,3,2,2,,3.2,32,S,,1,0,0,0,1,4004,
338,10/07/1988,Serpis,BP,BP-4,bp-4-15,,1,2,6,,2,,,,,,,,1,0,0,0,1,4004,
338,10/07/1988,Serpis,BP,BP-4,bp-4-15,,1,2,3,1,2,2,2,,,,,,1,0,0,0,1,4004,
338,10/07/1988,Serpis,BP,BP-4,bp-4-15,,1,2,3,2,1,1,0,,14,14,S,,1,0,0,0,1,4004,
339,10/07/1988,Serpis,BP,BP-4,bp-4-21/22,ac-85,1,2,6,,2,,,,,,,,1,0,0,0,1,4004,
