N_BOLSA,FECHA,REGION,AREA,SECTOR,SSECTOR,YACIMIENTO,RODADO,MECANICO,CLAS_TECN,FRACTURA,TAMANO,CORTEX,TALON,SEC_HOJ,TIPO,"TYPE_NUM,N,6,0",RET_MODO,LUSTRE,COUNT,LONGITUD,ANCHURA,GROSOR,PSDA,SUMA,MICRO
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,1,6,,2,1,,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,1,6,,1,1,,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,2,6,,2,2,,,,,,,2,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,2,6,,2,1,,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,2,6,,1,2,,,,,,,2,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,3,6,,1,2,,,,,,,2,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,1,1.3,1,2,2,,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,1,1.3,1,2,1,,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,2,1.2,1,2,2,,,,,,,2,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,2,1.2,1,2,3,,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,1,3,2,2,1,2,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,1,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,3,3,1,2,1,2,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,1,3,1,2,2,2,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,3,3,1,2,2,2,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,3,6,1,2,1,,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,3,3,2,2,1,2,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,3,3,1,2,2,0,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,3,4,2,1,1,0,1,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,3,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,1,3,1,1,3,2,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,3,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,3,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,3,4,2,2,1,0,2,,,,,1,0,17,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,3,4,2,2,2,0,2,,,,,1,0,21,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,2,4,2,1,1,2,2,,,,,1,0,15,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,3,4,2,1,1,2,2,,,,,1,0,15,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,2,3,1,2,2,2,,,,,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,2,3,1,2,2,1,,14,14,S,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,1,4,2,2,2,0,1,7,7,A,,1,0,0,0,1,4004,
300,10/12/1995,Serpis,BP,BP-4,bp-4-6,AC-44,1,3,4,2,2,2,0,2,10.1,101,"A
S",,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,6,,2,,,,,,,,12,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,6,,2,,,,,,,,3,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,6,,1,,,,,,,,14,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,6,,1,,,,,,,,18,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,2,2,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,2,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,2,1,1,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,2,2,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,2,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,2,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,2,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,2,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,2,2,1,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,2,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,2,2,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,3,1,2,2,1,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,3,2,2,2,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,3,1,2,2,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,3,2,2,3,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,3,1,2,1,3,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,1,1,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,1,1,1,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,1,1,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,1,2,1,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,1,2,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,1,2,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,1,1,1,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,1,1,3,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,4,2,,2,0,1,,,,,1,0,13,4.5,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,4,2,,1,0,2,,,,,1,0,12.1,3.1,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,4,2,,2,2,2,,,,,1,0,15.2,5.9,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,4,2,,1,2,1,,,,,1,0,14.2,5.1,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,4,2,,1,0,2,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,3,4,2,,1,0,2,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,5,2,,1,2,3,,,,,1,0,10.7,2.4,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,5,1,,1,3,1,,,,,1,22.4,9.4,2.9,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,5,2,,2,2,2,,,,,1,0,11.6,3,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,5,2,,3,2,2,,,,,1,0,11.5,2.9,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,1,4,2,,1,2,3,,,,,1,0,12.7,6.8,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,3,1.2,1,2,1,,,,,,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,3,1,2,,5,5,S,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,2,3,1,,5,5,S,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,1,1,0,,3.3,33,"S
A",2,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,2,1,0,,3.3,33,"S
A",2,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,4,1,1,1,0,1,10.1,101,A,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,1,1,0,,10.3,103,A,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,2,2,1,,8,8,A,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,2,1,2,,8,8,A,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,1,1,2,,8,8,A,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,5,2,,1,2,1,8,8,A,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,4,2,,2,0,2,8,8,A,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,1,2,2,1,,14,14,S,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,4,2,,1,0,2,15,15,P,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,3,2,2,1,2,,14,14,S,,1,0,0,0,1,4004,
301,10/12/1995,Serpis,BP,BP-4,bp-4-3,AC-44,1,2,5,2,,1,0,2,3.2,32,S,,1,0,0,0,1,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,6,,2,,,,,,,,4,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,6,,1,,,,,,,,9,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,1,6,,1,,,,,,,,2,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,1.2,1,2,1,,,,,,,1,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,3,2,2,1,0,,,,,,1,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,3,3,2,2,1,2,,,,,,1,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,3,2,1,2,0,,,,,,1,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,1,3,1,1,1,2,,,,,,1,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,1,3,2,1,1,0,,,,,,1,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,1,3,2,1,1,2,,,,,,1,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,1,3,2,1,1,0,,,,,,1,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,4,2,,1,0,1,,,,,1,19.4,14.5,3.2,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,5,2,,1,0,2,,,,,1,17.9,11.6,4.4,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,4,2,,2,0,2,,,,,1,19.2,12.5,5.8,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,4,2,,1,0,1,,,,,1,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,4,2,,1,1,3,,,,,1,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,5,1,,1,3,2,8,8,A,2,1,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,4,1,,1,0,2,10.3,103,"Db
S",,1,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,3,2,2,1,0,,3.2,32,S,,1,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,5,2,,1,0,1,8,8,A,,1,0,0,0,2,4004,
302,10/22/1995,Serpis,BP,BP-4,bp-4-6,AC-44 (03),1,2,4,2,,1,0,2,10,10,A,,1,0,0,0,2,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,6,,1,1,,,,,,,1,0,0,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,1,2,1,3,,,,,,1,0,0,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,4,2,2,1,0,1,15,15,S,,1,0,20,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,4,2,2,1,0,1,15,15,S,,1,0,13,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,2,2,1,2,,,,,,1,0,0,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,2,1,3,0,,14,14,S,,1,0,0,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,2,1,2,1,,14,14,A,,1,0,0,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,1,2,1,0,,3.1,31,"S
A",,1,0,0,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,1,1,1,0,,3.3,338,"S
A",2,1,0,0,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,2,2,1,2,,3.3,33,"S
A",2,1,0,0,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,5,2,1,1,0,1,"
",,,,1,0,9,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,5,2,1,1,2,1,"
",,,,1,0,11,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,4,2,1,1,2,1,"
",,,,1,0,13,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,5,2,1,1,0,1,"
",,,,1,0,12,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,5,2,2,1,0,1,"
",,,,1,0,7,0,1,4004,
303,10/13/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,2,1,1,2,,"7
",7,A,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,2,2,2,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,2,1,2,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,2,1,3,1,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,2,1,3,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,2,1,2,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,2,1,3,0,,14,14,S,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,2,2,2,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,1,1,2,1,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,2,1,2,1,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,2,1,1,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,1,2,3,1,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,2,2,1,0,,9,9,A,2,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,1,2,2,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,2,2,2,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,1,2,2,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,1,2,1,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,1,2,1,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,1,1,1,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,6,,2,3,,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,2,2,2,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,2,1,1,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,1,2,1,2,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,1,2,3,1,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,2,1,2,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,2,1,2,1,,9,9,A,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,3,2,2,1,0,,14,14,S,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,1,2,1,0,,14,14,S,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,3,3,2,2,1,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,2,3,2,1,3,0,,,,,,1,0,0,0,1,4004,
304,10/12/1995,Serpis,BP,BP-4,bp-4-5,AC-44,1,1,6,,2,1,,,,,,,1,0,0,0,1,4004,
